date,settlement_period,capacity
12-Jul-21,6,17580
12-Jul-21,7,17390
12-Jul-21,8,17287
12-Jul-21,9,17359
12-Jul-21,10,17291
12-Jul-21,11,17630
12-Jul-21,12,18354
12-Jul-21,13,19971
12-Jul-21,14,21788
12-Jul-21,15,23659
12-Jul-21,16,25132
12-Jul-21,17,26061
12-Jul-21,18,26337
12-Jul-21,19,26713
12-Jul-21,20,26683
12-Jul-21,21,26444
12-Jul-21,22,26294
12-Jul-21,23,26370
12-Jul-21,24,26520
12-Jul-21,25,26653
12-Jul-21,26,26802
12-Jul-21,27,26569
12-Jul-21,28,26287
12-Jul-21,29,26200
12-Jul-21,30,26130
12-Jul-21,31,26286
12-Jul-21,32,26933
12-Jul-21,33,27491
12-Jul-21,34,28104
12-Jul-21,35,28715
12-Jul-21,36,28807
12-Jul-21,37,28731
12-Jul-21,38,28563
12-Jul-21,39,28401
12-Jul-21,40,27868
12-Jul-21,41,27516
12-Jul-21,42,26935
12-Jul-21,43,26612
12-Jul-21,44,26093
12-Jul-21,45,24919
12-Jul-21,46,23502
12-Jul-21,47,22069
12-Jul-21,48,20824
13-Jul-21,1,19967
13-Jul-21,2,19304
13-Jul-21,3,18727
13-Jul-21,4,18486
13-Jul-21,5,18367
13-Jul-21,6,18149
13-Jul-21,7,18008
13-Jul-21,8,17848
13-Jul-21,9,17910
13-Jul-21,10,17806
13-Jul-21,11,18022
13-Jul-21,12,18750
13-Jul-21,13,20436
13-Jul-21,14,21925
13-Jul-21,15,24133
13-Jul-21,16,25500
13-Jul-21,17,26499
13-Jul-21,18,26613
13-Jul-21,19,26775
13-Jul-21,20,26395
13-Jul-21,21,26029
13-Jul-21,22,25820
13-Jul-21,23,25821
13-Jul-21,24,25736
13-Jul-21,25,26036
13-Jul-21,26,25988
13-Jul-21,27,25697
13-Jul-21,28,25364
13-Jul-21,29,25008
13-Jul-21,30,24813
13-Jul-21,31,24586
13-Jul-21,32,25137
13-Jul-21,33,25888
13-Jul-21,34,26507
13-Jul-21,35,27155
13-Jul-21,36,27518
13-Jul-21,37,27680
13-Jul-21,38,27819
13-Jul-21,39,27872
13-Jul-21,40,27718
13-Jul-21,41,27300
13-Jul-21,42,26798
13-Jul-21,43,26540
13-Jul-21,44,25943
13-Jul-21,45,25013
13-Jul-21,46,23678
13-Jul-21,47,21995
13-Jul-21,48,20950
14-Jul-21,1,19811
14-Jul-21,2,19290
14-Jul-21,3,18717
14-Jul-21,4,18628
14-Jul-21,5,18289
14-Jul-21,6,17887
14-Jul-21,7,17766
14-Jul-21,8,17715
14-Jul-21,9,17686
14-Jul-21,10,17708
14-Jul-21,11,18030
14-Jul-21,12,18600
14-Jul-21,13,20354
14-Jul-21,14,22028
14-Jul-21,15,23853
14-Jul-21,16,24931
14-Jul-21,17,25767
14-Jul-21,18,25917
14-Jul-21,19,25591
14-Jul-21,20,25504
14-Jul-21,21,25269
14-Jul-21,22,25023
14-Jul-21,23,24704
14-Jul-21,24,24547
14-Jul-21,25,24795
14-Jul-21,26,24704
14-Jul-21,27,24462
14-Jul-21,28,23948
14-Jul-21,29,23760
14-Jul-21,30,23650
14-Jul-21,31,23710
14-Jul-21,32,24225
14-Jul-21,33,24908
14-Jul-21,34,25628
14-Jul-21,35,26424
14-Jul-21,36,26934
14-Jul-21,37,27284
14-Jul-21,38,27515
14-Jul-21,39,27649
14-Jul-21,40,27713
14-Jul-21,41,27688
14-Jul-21,42,27331
14-Jul-21,43,26728
14-Jul-21,44,26251
14-Jul-21,45,25452
14-Jul-21,46,24088
14-Jul-21,47,22385
14-Jul-21,48,21052
15-Jul-21,1,19923
15-Jul-21,2,19206
15-Jul-21,3,18741
15-Jul-21,4,18454
15-Jul-21,5,18180
15-Jul-21,6,17879
15-Jul-21,7,17688
15-Jul-21,8,17640
15-Jul-21,9,17623
15-Jul-21,10,17562
15-Jul-21,11,17943
15-Jul-21,12,18499
15-Jul-21,13,20133
15-Jul-21,14,21721
15-Jul-21,15,23672
15-Jul-21,16,24946
15-Jul-21,17,25710
15-Jul-21,18,25785
15-Jul-21,19,26082
15-Jul-21,20,26114
15-Jul-21,21,25520
15-Jul-21,22,25359
15-Jul-21,23,25467
15-Jul-21,24,25526
15-Jul-21,25,25942
15-Jul-21,26,25615
15-Jul-21,27,25151
15-Jul-21,28,24702
15-Jul-21,29,24393
15-Jul-21,30,24021
15-Jul-21,31,23973
15-Jul-21,32,24541
15-Jul-21,33,25025
15-Jul-21,34,25695
15-Jul-21,35,26431
15-Jul-21,36,26962
15-Jul-21,37,27279
15-Jul-21,38,27598
15-Jul-21,39,27819
15-Jul-21,40,27852
15-Jul-21,41,27534
15-Jul-21,42,27136
15-Jul-21,43,26619
15-Jul-21,44,26348
15-Jul-21,45,25700
15-Jul-21,46,24364
15-Jul-21,47,22771
15-Jul-21,48,21501
16-Jul-21,1,20511
16-Jul-21,2,19819
16-Jul-21,3,19302
16-Jul-21,4,19068
16-Jul-21,5,18704
16-Jul-21,6,18356
16-Jul-21,7,18138
16-Jul-21,8,18066
16-Jul-21,9,18093
16-Jul-21,10,17998
16-Jul-21,11,18270
16-Jul-21,12,18941
16-Jul-21,13,20519
16-Jul-21,14,21844
16-Jul-21,15,23402
16-Jul-21,16,24315
16-Jul-21,17,24607
16-Jul-21,18,24221
16-Jul-21,19,24014
16-Jul-21,20,23618
16-Jul-21,21,23119
16-Jul-21,22,22975
16-Jul-21,23,22488
16-Jul-21,24,22440
16-Jul-21,25,22668
16-Jul-21,26,22652
16-Jul-21,27,22446
16-Jul-21,28,22204
16-Jul-21,29,22178
16-Jul-21,30,22122
16-Jul-21,31,22065
16-Jul-21,32,22562
16-Jul-21,33,23279
16-Jul-21,34,24233
16-Jul-21,35,24976
16-Jul-21,36,25473
16-Jul-21,37,25932
16-Jul-21,38,26198
16-Jul-21,39,26426
16-Jul-21,40,26429
16-Jul-21,41,25910
16-Jul-21,42,25945
16-Jul-21,43,25729
16-Jul-21,44,25537
16-Jul-21,45,24869
16-Jul-21,46,24103
16-Jul-21,47,22706
16-Jul-21,48,21610
17-Jul-21,1,20567
17-Jul-21,2,19790
17-Jul-21,3,19274
17-Jul-21,4,18971
17-Jul-21,5,18540
17-Jul-21,6,18112
17-Jul-21,7,17892
17-Jul-21,8,17657
17-Jul-21,9,17573
17-Jul-21,10,17235
17-Jul-21,11,17193
17-Jul-21,12,17431
17-Jul-21,13,18252
17-Jul-21,14,18836
17-Jul-21,15,19623
17-Jul-21,16,20184
17-Jul-21,17,20995
17-Jul-21,18,21188
17-Jul-21,19,21164
17-Jul-21,20,20645
17-Jul-21,21,20634
17-Jul-21,22,20198
17-Jul-21,23,19905
17-Jul-21,24,19367
17-Jul-21,25,19276
17-Jul-21,26,18904
17-Jul-21,27,18616
17-Jul-21,28,18514
17-Jul-21,29,18355
17-Jul-21,30,18328
17-Jul-21,31,18582
17-Jul-21,32,19149
17-Jul-21,33,19751
17-Jul-21,34,20714
17-Jul-21,35,21925
17-Jul-21,36,23131
17-Jul-21,37,24031
17-Jul-21,38,24790
17-Jul-21,39,25078
17-Jul-21,40,25008
17-Jul-21,41,24814
17-Jul-21,42,24796
17-Jul-21,43,24341
17-Jul-21,44,24449
17-Jul-21,45,23886
17-Jul-21,46,23163
17-Jul-21,47,22222
17-Jul-21,48,20982
18-Jul-21,1,20106
18-Jul-21,2,19318
18-Jul-21,3,18826
18-Jul-21,4,18368
18-Jul-21,5,18082
18-Jul-21,6,17708
18-Jul-21,7,17412
18-Jul-21,8,17035
18-Jul-21,9,16929
18-Jul-21,10,16609
18-Jul-21,11,16425
18-Jul-21,12,16295
18-Jul-21,13,16610
18-Jul-21,14,16980
18-Jul-21,15,17758
18-Jul-21,16,18211
18-Jul-21,17,18620
18-Jul-21,18,18968
18-Jul-21,19,19369
18-Jul-21,20,19328
18-Jul-21,21,19396
18-Jul-21,22,19324
18-Jul-21,23,19294
18-Jul-21,24,19084
18-Jul-21,25,19182
18-Jul-21,26,18964
18-Jul-21,27,18811
18-Jul-21,28,18578
18-Jul-21,29,18550
18-Jul-21,30,18663
18-Jul-21,31,19043
18-Jul-21,32,19536
18-Jul-21,33,20463
18-Jul-21,34,21493
18-Jul-21,35,22362
18-Jul-21,36,23010
18-Jul-21,37,23835
18-Jul-21,38,24529
18-Jul-21,39,25167
18-Jul-21,40,25368
18-Jul-21,41,25341
18-Jul-21,42,25478
18-Jul-21,43,25442
18-Jul-21,44,25213
18-Jul-21,45,24834
18-Jul-21,46,23818
18-Jul-21,47,22621
18-Jul-21,48,21406
19-Jul-21,1,20412
19-Jul-21,2,19677
19-Jul-21,3,19096
19-Jul-21,4,18952
19-Jul-21,5,18875
19-Jul-21,6,18628
19-Jul-21,7,18464
19-Jul-21,8,18296
19-Jul-21,9,18321
19-Jul-21,10,18331
19-Jul-21,11,18602
19-Jul-21,12,19249
19-Jul-21,13,21068
19-Jul-21,14,22605
19-Jul-21,15,24291
19-Jul-21,16,25384
19-Jul-21,17,26036
19-Jul-21,18,25938
19-Jul-21,19,25798
19-Jul-21,20,25440
19-Jul-21,21,25040
19-Jul-21,22,24747
19-Jul-21,23,24510
19-Jul-21,24,24683
19-Jul-21,25,24890
19-Jul-21,26,25052
19-Jul-21,27,24648
19-Jul-21,28,24214
19-Jul-21,29,24254
19-Jul-21,30,24327
19-Jul-21,31,24487
19-Jul-21,32,24597
19-Jul-21,33,25248
19-Jul-21,34,26168
19-Jul-21,35,27277
19-Jul-21,36,27834
19-Jul-21,37,28171
19-Jul-21,38,28630
19-Jul-21,39,28587
19-Jul-21,40,28503
19-Jul-21,41,28310
19-Jul-21,42,27843
19-Jul-21,43,27362
19-Jul-21,44,27126
19-Jul-21,45,26468
19-Jul-21,46,25276
19-Jul-21,47,24030
19-Jul-21,48,22800
20-Jul-21,1,21754
20-Jul-21,2,21056
20-Jul-21,3,20580
20-Jul-21,4,20312
20-Jul-21,5,19933
20-Jul-21,6,19543
20-Jul-21,7,19424
20-Jul-21,8,19351
20-Jul-21,9,19369
20-Jul-21,10,19319
20-Jul-21,11,19475
20-Jul-21,12,20002
20-Jul-21,13,21578
20-Jul-21,14,22987
20-Jul-21,15,24685
20-Jul-21,16,25382
20-Jul-21,17,25975
20-Jul-21,18,26117
20-Jul-21,19,26055
20-Jul-21,20,25385
20-Jul-21,21,25096
20-Jul-21,22,24971
20-Jul-21,23,24765
20-Jul-21,24,24585
20-Jul-21,25,24849
20-Jul-21,26,24998
20-Jul-21,27,24663
20-Jul-21,28,24580
20-Jul-21,29,24542
20-Jul-21,30,24791
20-Jul-21,31,25265
20-Jul-21,32,25892
20-Jul-21,33,26058
20-Jul-21,34,26702
20-Jul-21,35,27551
20-Jul-21,36,28089
20-Jul-21,37,28478
20-Jul-21,38,28468
20-Jul-21,39,28417
20-Jul-21,40,28281
20-Jul-21,41,27953
20-Jul-21,42,27522
20-Jul-21,43,27292
20-Jul-21,44,27329
20-Jul-21,45,26846
20-Jul-21,46,25633
20-Jul-21,47,24178
20-Jul-21,48,22922
21-Jul-21,1,21789
21-Jul-21,2,21103
21-Jul-21,3,20634
21-Jul-21,4,20385
21-Jul-21,5,20058
21-Jul-21,6,19727
21-Jul-21,7,19554
21-Jul-21,8,19391
21-Jul-21,9,19444
21-Jul-21,10,19430
21-Jul-21,11,19575
21-Jul-21,12,20097
21-Jul-21,13,21796
21-Jul-21,14,23097
21-Jul-21,15,24711
21-Jul-21,16,25408
21-Jul-21,17,26098
21-Jul-21,18,26042
21-Jul-21,19,25899
21-Jul-21,20,25449
21-Jul-21,21,25300
21-Jul-21,22,25032
21-Jul-21,23,25173
21-Jul-21,24,24950
21-Jul-21,25,25008
21-Jul-21,26,24957
21-Jul-21,27,24958
21-Jul-21,28,24612
21-Jul-21,29,24654
21-Jul-21,30,24767
21-Jul-21,31,25070
21-Jul-21,32,25587
21-Jul-21,33,25925
21-Jul-21,34,26480
21-Jul-21,35,27407
21-Jul-21,36,27708
21-Jul-21,37,27985
21-Jul-21,38,28234
21-Jul-21,39,28227
21-Jul-21,40,28124
21-Jul-21,41,27876
21-Jul-21,42,27388
21-Jul-21,43,27170
21-Jul-21,44,26904
21-Jul-21,45,26363
21-Jul-21,46,25493
21-Jul-21,47,24136
21-Jul-21,48,22938
22-Jul-21,1,21859
22-Jul-21,2,21173
22-Jul-21,3,20633
22-Jul-21,4,20266
22-Jul-21,5,19821
22-Jul-21,6,19434
22-Jul-21,7,19217
22-Jul-21,8,19106
22-Jul-21,9,19147
22-Jul-21,10,19095
22-Jul-21,11,19262
22-Jul-21,12,19753
22-Jul-21,13,21351
22-Jul-21,14,22590
22-Jul-21,15,24272
22-Jul-21,16,25060
22-Jul-21,17,25693
22-Jul-21,18,25715
22-Jul-21,19,25678
22-Jul-21,20,25342
22-Jul-21,21,25011
22-Jul-21,22,24780
22-Jul-21,23,24605
22-Jul-21,24,24500
22-Jul-21,25,24509
22-Jul-21,26,24410
22-Jul-21,27,24280
22-Jul-21,28,24225
22-Jul-21,29,24338
22-Jul-21,30,24528
22-Jul-21,31,24248
22-Jul-21,32,24376
22-Jul-21,33,24906
22-Jul-21,34,25765
22-Jul-21,35,26777
22-Jul-21,36,27523
22-Jul-21,37,27979
22-Jul-21,38,28246
22-Jul-21,39,28261
22-Jul-21,40,27976
22-Jul-21,41,27480
22-Jul-21,42,27116
22-Jul-21,43,26981
22-Jul-21,44,27084
22-Jul-21,45,26286
22-Jul-21,46,25269
22-Jul-21,47,23709
22-Jul-21,48,22375
23-Jul-21,1,21313
23-Jul-21,2,20592
23-Jul-21,3,20145
23-Jul-21,4,19794
23-Jul-21,5,19437
23-Jul-21,6,19059
23-Jul-21,7,18872
23-Jul-21,8,18744
23-Jul-21,9,18736
23-Jul-21,10,18766
23-Jul-21,11,18933
23-Jul-21,12,19452
23-Jul-21,13,20937
23-Jul-21,14,22205
23-Jul-21,15,23764
23-Jul-21,16,24258
23-Jul-21,17,25264
23-Jul-21,18,25362
23-Jul-21,19,25353
23-Jul-21,20,25144
23-Jul-21,21,24567
23-Jul-21,22,24145
23-Jul-21,23,24178
23-Jul-21,24,23974
23-Jul-21,25,23948
23-Jul-21,26,23820
23-Jul-21,27,23378
23-Jul-21,28,23223
23-Jul-21,29,23208
23-Jul-21,30,23411
23-Jul-21,31,23479
23-Jul-21,32,23862
23-Jul-21,33,24275
23-Jul-21,34,24918
23-Jul-21,35,25639
23-Jul-21,36,25999
23-Jul-21,37,26232
23-Jul-21,38,26273
23-Jul-21,39,26190
23-Jul-21,40,26058
23-Jul-21,41,25809
23-Jul-21,42,25469
23-Jul-21,43,25203
23-Jul-21,44,24979
23-Jul-21,45,23963
23-Jul-21,46,22851
23-Jul-21,47,21514
23-Jul-21,48,20345
24-Jul-21,1,19334
24-Jul-21,2,18642
24-Jul-21,3,18106
24-Jul-21,4,17781
24-Jul-21,5,17381
24-Jul-21,6,16942
24-Jul-21,7,16731
24-Jul-21,8,16629
24-Jul-21,9,16694
24-Jul-21,10,16461
24-Jul-21,11,16334
24-Jul-21,12,16520
24-Jul-21,13,17476
24-Jul-21,14,18201
24-Jul-21,15,19127
24-Jul-21,16,20099
24-Jul-21,17,21371
24-Jul-21,18,21733
24-Jul-21,19,22353
24-Jul-21,20,23091
24-Jul-21,21,23374
24-Jul-21,22,23338
24-Jul-21,23,23117
24-Jul-21,24,22767
24-Jul-21,25,22615
24-Jul-21,26,22475
24-Jul-21,27,22146
24-Jul-21,28,21643
24-Jul-21,29,21233
24-Jul-21,30,21012
24-Jul-21,31,20784
24-Jul-21,32,20764
24-Jul-21,33,21354
24-Jul-21,34,21880
24-Jul-21,35,22611
24-Jul-21,36,23312
24-Jul-21,37,23896
24-Jul-21,38,23974
24-Jul-21,39,24050
24-Jul-21,40,24006
24-Jul-21,41,24003
24-Jul-21,42,23656
24-Jul-21,43,23562
24-Jul-21,44,23442
24-Jul-21,45,22883
24-Jul-21,46,21972
24-Jul-21,47,20830
24-Jul-21,48,19860
25-Jul-21,1,19129
25-Jul-21,2,18509
25-Jul-21,3,18050
25-Jul-21,4,17667
25-Jul-21,5,17409
25-Jul-21,6,16981
25-Jul-21,7,16855
25-Jul-21,8,16691
25-Jul-21,9,16541
25-Jul-21,10,16409
25-Jul-21,11,16308
25-Jul-21,12,16215
25-Jul-21,13,16635
25-Jul-21,14,16961
25-Jul-21,15,17726
25-Jul-21,16,18474
25-Jul-21,17,19600
25-Jul-21,18,20489
25-Jul-21,19,21265
25-Jul-21,20,21762
25-Jul-21,21,22078
25-Jul-21,22,22046
25-Jul-21,23,22113
25-Jul-21,24,22177
25-Jul-21,25,22216
25-Jul-21,26,22127
25-Jul-21,27,21858
25-Jul-21,28,21607
25-Jul-21,29,21327
25-Jul-21,30,21203
25-Jul-21,31,21414
25-Jul-21,32,21807
25-Jul-21,33,22392
25-Jul-21,34,23143
25-Jul-21,35,23904
25-Jul-21,36,24423
25-Jul-21,37,24598
25-Jul-21,38,24591
25-Jul-21,39,24159
25-Jul-21,40,24079
25-Jul-21,41,23915
25-Jul-21,42,23536
25-Jul-21,43,23524
25-Jul-21,44,23501
25-Jul-21,45,23034
25-Jul-21,46,22358
25-Jul-21,47,21007
25-Jul-21,48,19941
26-Jul-21,1,19197
26-Jul-21,2,18621
26-Jul-21,3,18150
26-Jul-21,4,18003
26-Jul-21,5,17739
26-Jul-21,6,17390
26-Jul-21,7,17289
26-Jul-21,8,17219
26-Jul-21,9,17273
26-Jul-21,10,17339
26-Jul-21,11,17672
26-Jul-21,12,18340
26-Jul-21,13,19890
26-Jul-21,14,21168
26-Jul-21,15,22787
26-Jul-21,16,23867
26-Jul-21,17,24736
26-Jul-21,18,24877
26-Jul-21,19,25044
26-Jul-21,20,24883
26-Jul-21,21,24450
26-Jul-21,22,24089
26-Jul-21,23,24118
26-Jul-21,24,24334
26-Jul-21,25,24451
26-Jul-21,26,24358
26-Jul-21,27,24279
26-Jul-21,28,24058
26-Jul-21,29,23979
26-Jul-21,30,23820
26-Jul-21,31,23726
26-Jul-21,32,24058
26-Jul-21,33,24538
26-Jul-21,34,25328
26-Jul-21,35,26410
26-Jul-21,36,26969
26-Jul-21,37,27373
26-Jul-21,38,27692
26-Jul-21,39,27646
26-Jul-21,40,27529
26-Jul-21,41,27312
26-Jul-21,42,27034
26-Jul-21,43,26597
26-Jul-21,44,26200
26-Jul-21,45,25062
26-Jul-21,46,23785
26-Jul-21,47,22319
26-Jul-21,48,21095
27-Jul-21,1,20018
27-Jul-21,2,19465
27-Jul-21,3,19133
27-Jul-21,4,18870
27-Jul-21,5,18536
27-Jul-21,6,18202
27-Jul-21,7,18100
27-Jul-21,8,17880
27-Jul-21,9,17956
27-Jul-21,10,17960
27-Jul-21,11,18257
27-Jul-21,12,18773
27-Jul-21,13,20134
27-Jul-21,14,21583
27-Jul-21,15,23308
27-Jul-21,16,24466
27-Jul-21,17,25745
27-Jul-21,18,26356
27-Jul-21,19,26472
27-Jul-21,20,26348
27-Jul-21,21,26217
27-Jul-21,22,26257
27-Jul-21,23,26130
27-Jul-21,24,26224
27-Jul-21,25,26332
27-Jul-21,26,26105
27-Jul-21,27,26024
27-Jul-21,28,25664
27-Jul-21,29,25512
27-Jul-21,30,25421
27-Jul-21,31,25798
27-Jul-21,32,26265
27-Jul-21,33,26605
27-Jul-21,34,26922
27-Jul-21,35,27368
27-Jul-21,36,27614
27-Jul-21,37,27641
27-Jul-21,38,27493
27-Jul-21,39,27280
27-Jul-21,40,27270
27-Jul-21,41,27094
27-Jul-21,42,26643
27-Jul-21,43,26528
27-Jul-21,44,25868
27-Jul-21,45,24676
27-Jul-21,46,23414
27-Jul-21,47,21876
27-Jul-21,48,20727
28-Jul-21,1,19774
28-Jul-21,2,19183
28-Jul-21,3,18670
28-Jul-21,4,18407
28-Jul-21,5,18074
28-Jul-21,6,17820
28-Jul-21,7,17668
28-Jul-21,8,17520
28-Jul-21,9,17433
28-Jul-21,10,17514
28-Jul-21,11,17813
28-Jul-21,12,18262
28-Jul-21,13,19773
28-Jul-21,14,21019
28-Jul-21,15,22669
28-Jul-21,16,23827
28-Jul-21,17,24958
28-Jul-21,18,25356
28-Jul-21,19,25240
28-Jul-21,20,25107
28-Jul-21,21,24704
28-Jul-21,22,24579
28-Jul-21,23,24364
28-Jul-21,24,24133
28-Jul-21,25,24173
28-Jul-21,26,23830
28-Jul-21,27,23438
28-Jul-21,28,23059
28-Jul-21,29,22855
28-Jul-21,30,22746
28-Jul-21,31,22482
28-Jul-21,32,22955
28-Jul-21,33,23298
28-Jul-21,34,24505
28-Jul-21,35,25423
28-Jul-21,36,25756
28-Jul-21,37,26001
28-Jul-21,38,26197
28-Jul-21,39,26120
28-Jul-21,40,25724
28-Jul-21,41,25550
28-Jul-21,42,25250
28-Jul-21,43,24957
28-Jul-21,44,24251
28-Jul-21,45,23118
28-Jul-21,46,21881
28-Jul-21,47,20372
28-Jul-21,48,19331
29-Jul-21,1,18304
29-Jul-21,2,17810
29-Jul-21,3,17079
29-Jul-21,4,16969
29-Jul-21,5,16640
29-Jul-21,6,16265
29-Jul-21,7,15986
29-Jul-21,8,15945
29-Jul-21,9,15943
29-Jul-21,10,16047
29-Jul-21,11,16364
29-Jul-21,12,16886
29-Jul-21,13,18517
29-Jul-21,14,19809
29-Jul-21,15,21141
29-Jul-21,16,21974
29-Jul-21,17,22546
29-Jul-21,18,22590
29-Jul-21,19,22424
29-Jul-21,20,22003
29-Jul-21,21,21516
29-Jul-21,22,21289
29-Jul-21,23,21287
29-Jul-21,24,21552
29-Jul-21,25,21805
29-Jul-21,26,21830
29-Jul-21,27,21959
29-Jul-21,28,22015
29-Jul-21,29,21843
29-Jul-21,30,22119
29-Jul-21,31,22520
29-Jul-21,32,22934
29-Jul-21,33,23409
29-Jul-21,34,24126
29-Jul-21,35,24920
29-Jul-21,36,25751
29-Jul-21,37,26043
29-Jul-21,38,26036
29-Jul-21,39,26174
29-Jul-21,40,25984
29-Jul-21,41,25782
29-Jul-21,42,25579
29-Jul-21,43,25342
29-Jul-21,44,24913
29-Jul-21,45,24095
29-Jul-21,46,22900
29-Jul-21,47,21366
29-Jul-21,48,20159
30-Jul-21,1,19276
30-Jul-21,2,18772
30-Jul-21,3,18279
30-Jul-21,4,17808
30-Jul-21,5,17337
30-Jul-21,6,17137
30-Jul-21,7,17062
30-Jul-21,8,16937
30-Jul-21,9,16931
30-Jul-21,10,16954
30-Jul-21,11,17286
30-Jul-21,12,17748
30-Jul-21,13,19248
30-Jul-21,14,20527
30-Jul-21,15,22323
30-Jul-21,16,23650
30-Jul-21,17,24967
30-Jul-21,18,25633
30-Jul-21,19,25988
30-Jul-21,20,25827
30-Jul-21,21,25720
30-Jul-21,22,25668
30-Jul-21,23,25490
30-Jul-21,24,25570
30-Jul-21,25,25727
30-Jul-21,26,25806
30-Jul-21,27,25333
30-Jul-21,28,24874
30-Jul-21,29,24811
30-Jul-21,30,24682
30-Jul-21,31,24740
30-Jul-21,32,24771
30-Jul-21,33,24964
30-Jul-21,34,25364
30-Jul-21,35,25839
30-Jul-21,36,25993
30-Jul-21,37,26302
30-Jul-21,38,26416
30-Jul-21,39,26438
30-Jul-21,40,26005
30-Jul-21,41,25470
30-Jul-21,42,25014
30-Jul-21,43,24709
30-Jul-21,44,24082
30-Jul-21,45,23146
30-Jul-21,46,22024
30-Jul-21,47,20824
30-Jul-21,48,19700
31-Jul-21,1,18818
31-Jul-21,2,18207
31-Jul-21,3,17647
31-Jul-21,4,17519
31-Jul-21,5,17219
31-Jul-21,6,16906
31-Jul-21,7,16654
31-Jul-21,8,16499
31-Jul-21,9,16413
31-Jul-21,10,16390
31-Jul-21,11,16412
31-Jul-21,12,16514
31-Jul-21,13,17243
31-Jul-21,14,17943
31-Jul-21,15,18973
31-Jul-21,16,19573
31-Jul-21,17,20769
31-Jul-21,18,21168
31-Jul-21,19,21842
31-Jul-21,20,22169
31-Jul-21,21,22389
31-Jul-21,22,22087
31-Jul-21,23,22130
31-Jul-21,24,22081
31-Jul-21,25,21977
31-Jul-21,26,21888
31-Jul-21,27,21611
31-Jul-21,28,21353
31-Jul-21,29,21334
31-Jul-21,30,21131
31-Jul-21,31,21034
31-Jul-21,32,21102
31-Jul-21,33,21719
31-Jul-21,34,22394
31-Jul-21,35,23276
31-Jul-21,36,23982
31-Jul-21,37,24666
31-Jul-21,38,24746
31-Jul-21,39,24567
31-Jul-21,40,24249
31-Jul-21,41,24156
31-Jul-21,42,24099
31-Jul-21,43,23923
31-Jul-21,44,23681
31-Jul-21,45,22768
31-Jul-21,46,21731
31-Jul-21,47,20568
31-Jul-21,48,19659
01-Aug-21,1,18797
01-Aug-21,2,18144
01-Aug-21,3,17693
01-Aug-21,4,17486
01-Aug-21,5,17102
01-Aug-21,6,16648
01-Aug-21,7,16460
01-Aug-21,8,16248
01-Aug-21,9,16182
01-Aug-21,10,16079
01-Aug-21,11,16098
01-Aug-21,12,16001
01-Aug-21,13,16467
01-Aug-21,14,16851
01-Aug-21,15,17568
01-Aug-21,16,18293
01-Aug-21,17,19084
01-Aug-21,18,20165
01-Aug-21,19,20719
01-Aug-21,20,21245
01-Aug-21,21,21663
01-Aug-21,22,21771
01-Aug-21,23,21863
01-Aug-21,24,21953
01-Aug-21,25,22272
01-Aug-21,26,22124
01-Aug-21,27,21954
01-Aug-21,28,21605
01-Aug-21,29,21532
01-Aug-21,30,21492
01-Aug-21,31,21507
01-Aug-21,32,21844
01-Aug-21,33,22366
01-Aug-21,34,23223
01-Aug-21,35,24045
01-Aug-21,36,24424
01-Aug-21,37,24786
01-Aug-21,38,24729
01-Aug-21,39,24700
01-Aug-21,40,24534
01-Aug-21,41,24428
01-Aug-21,42,24291
01-Aug-21,43,24466
01-Aug-21,44,23721
01-Aug-21,45,22867
01-Aug-21,46,21667
01-Aug-21,47,20366
01-Aug-21,48,19366
02-Aug-21,1,18458
02-Aug-21,2,17987
02-Aug-21,3,17541
02-Aug-21,4,17417
02-Aug-21,5,17215
02-Aug-21,6,16932
02-Aug-21,7,16659
02-Aug-21,8,16545
02-Aug-21,9,16590
02-Aug-21,10,16671
02-Aug-21,11,17066
02-Aug-21,12,17604
02-Aug-21,13,19280
02-Aug-21,14,20619
02-Aug-21,15,22204
02-Aug-21,16,23158
02-Aug-21,17,24183
02-Aug-21,18,24640
02-Aug-21,19,24774
02-Aug-21,20,24630
02-Aug-21,21,24498
02-Aug-21,22,24386
02-Aug-21,23,24363
02-Aug-21,24,24557
02-Aug-21,25,24577
02-Aug-21,26,24527
02-Aug-21,27,24547
02-Aug-21,28,24431
02-Aug-21,29,24664
02-Aug-21,30,24903
02-Aug-21,31,25232
02-Aug-21,32,25499
02-Aug-21,33,25937
02-Aug-21,34,26588
02-Aug-21,35,27241
02-Aug-21,36,27609
02-Aug-21,37,27973
02-Aug-21,38,27993
02-Aug-21,39,27641
02-Aug-21,40,27468
02-Aug-21,41,27103
02-Aug-21,42,26679
02-Aug-21,43,26414
02-Aug-21,44,25657
02-Aug-21,45,24379
02-Aug-21,46,22959
02-Aug-21,47,21494
02-Aug-21,48,20346
03-Aug-21,1,19406
03-Aug-21,2,18810
03-Aug-21,3,18373
03-Aug-21,4,18204
03-Aug-21,5,17794
03-Aug-21,6,17434
03-Aug-21,7,17236
03-Aug-21,8,17138
03-Aug-21,9,17200
03-Aug-21,10,17350
03-Aug-21,11,17616
03-Aug-21,12,18147
03-Aug-21,13,19777
03-Aug-21,14,21078
03-Aug-21,15,22764
03-Aug-21,16,23886
03-Aug-21,17,24893
03-Aug-21,18,25225
03-Aug-21,19,25123
03-Aug-21,20,24529
03-Aug-21,21,24093
03-Aug-21,22,23848
03-Aug-21,23,23525
03-Aug-21,24,23399
03-Aug-21,25,23616
