date,settlement_period,capacity
20-Sep-21,14,23259
20-Sep-21,15,25835
20-Sep-21,16,26931
20-Sep-21,17,27315
20-Sep-21,18,27258
20-Sep-21,19,27341
20-Sep-21,20,26755
20-Sep-21,21,26069
20-Sep-21,22,25524
20-Sep-21,23,25130
20-Sep-21,24,25183
20-Sep-21,25,25317
20-Sep-21,26,25184
20-Sep-21,27,25222
20-Sep-21,28,24974
20-Sep-21,29,24560
20-Sep-21,30,24391
20-Sep-21,31,24457
20-Sep-21,32,25157
20-Sep-21,33,26290
20-Sep-21,34,27566
20-Sep-21,35,28575
20-Sep-21,36,29748
20-Sep-21,37,30150
20-Sep-21,38,30423
20-Sep-21,39,30532
20-Sep-21,40,30477
20-Sep-21,41,29600
20-Sep-21,42,28625
20-Sep-21,43,27611
20-Sep-21,44,26077
20-Sep-21,45,24677
20-Sep-21,46,23058
20-Sep-21,47,21474
20-Sep-21,48,20259
21-Sep-21,1,19428
21-Sep-21,2,19009
21-Sep-21,3,18675
21-Sep-21,4,18544
21-Sep-21,5,18327
21-Sep-21,6,17994
21-Sep-21,7,17830
21-Sep-21,8,17648
21-Sep-21,9,17714
21-Sep-21,10,17932
21-Sep-21,11,18654
21-Sep-21,12,19607
21-Sep-21,13,21878
21-Sep-21,14,23964
21-Sep-21,15,26255
21-Sep-21,16,26689
21-Sep-21,17,27129
21-Sep-21,18,27223
21-Sep-21,19,27357
21-Sep-21,20,26648
21-Sep-21,21,26114
21-Sep-21,22,25602
21-Sep-21,23,25117
21-Sep-21,24,24824
21-Sep-21,25,24846
21-Sep-21,26,24939
21-Sep-21,27,24842
21-Sep-21,28,24733
21-Sep-21,29,24884
21-Sep-21,30,24955
21-Sep-21,31,24969
21-Sep-21,32,25798
21-Sep-21,33,26717
21-Sep-21,34,27929
21-Sep-21,35,28792
21-Sep-21,36,29547
21-Sep-21,37,29722
21-Sep-21,38,29918
21-Sep-21,39,30004
21-Sep-21,40,30200
21-Sep-21,41,29393
21-Sep-21,42,28355
21-Sep-21,43,27377
21-Sep-21,44,25898
21-Sep-21,45,24452
21-Sep-21,46,22869
21-Sep-21,47,21475
21-Sep-21,48,20022
22-Sep-21,1,19281
22-Sep-21,2,18697
22-Sep-21,3,18272
22-Sep-21,4,18124
22-Sep-21,5,17717
22-Sep-21,6,17565
22-Sep-21,7,17346
22-Sep-21,8,17139
22-Sep-21,9,17184
22-Sep-21,10,17265
22-Sep-21,11,17947
22-Sep-21,12,18872
22-Sep-21,13,21141
22-Sep-21,14,23186
22-Sep-21,15,25362
22-Sep-21,16,26305
22-Sep-21,17,26660
22-Sep-21,18,26406
22-Sep-21,19,26239
22-Sep-21,20,25660
22-Sep-21,21,25220
22-Sep-21,22,24739
22-Sep-21,23,24466
22-Sep-21,24,24446
22-Sep-21,25,24656
22-Sep-21,26,24374
22-Sep-21,27,23904
22-Sep-21,28,23699
22-Sep-21,29,23554
22-Sep-21,30,23331
22-Sep-21,31,23507
22-Sep-21,32,24474
22-Sep-21,33,25618
22-Sep-21,34,27012
22-Sep-21,35,28108
22-Sep-21,36,28960
22-Sep-21,37,29432
22-Sep-21,38,29759
22-Sep-21,39,29738
22-Sep-21,40,29502
22-Sep-21,41,29163
22-Sep-21,42,28102
22-Sep-21,43,26739
22-Sep-21,44,25155
22-Sep-21,45,23654
22-Sep-21,46,22126
22-Sep-21,47,20525
22-Sep-21,48,19390
23-Sep-21,1,18374
23-Sep-21,2,17826
23-Sep-21,3,17534
23-Sep-21,4,17528
23-Sep-21,5,17434
23-Sep-21,6,16984
23-Sep-21,7,16649
23-Sep-21,8,16534
23-Sep-21,9,16478
23-Sep-21,10,16462
23-Sep-21,11,17033
23-Sep-21,12,17871
23-Sep-21,13,20101
23-Sep-21,14,22250
23-Sep-21,15,24891
23-Sep-21,16,26094
23-Sep-21,17,26556
23-Sep-21,18,26482
23-Sep-21,19,26515
23-Sep-21,20,26182
23-Sep-21,21,25701
23-Sep-21,22,25376
23-Sep-21,23,25355
23-Sep-21,24,25336
23-Sep-21,25,25550
23-Sep-21,26,25372
23-Sep-21,27,25438
23-Sep-21,28,25280
23-Sep-21,29,25270
23-Sep-21,30,24620
23-Sep-21,31,24727
23-Sep-21,32,25376
23-Sep-21,33,26177
23-Sep-21,34,27107
23-Sep-21,35,28437
23-Sep-21,36,29026
23-Sep-21,37,29364
23-Sep-21,38,29810
23-Sep-21,39,30274
23-Sep-21,40,30555
23-Sep-21,41,30031
23-Sep-21,42,29067
23-Sep-21,43,27696
23-Sep-21,44,26106
23-Sep-21,45,24658
23-Sep-21,46,23029
23-Sep-21,47,21436
23-Sep-21,48,20011
24-Sep-21,1,19074
24-Sep-21,2,18589
24-Sep-21,3,18088
24-Sep-21,4,17965
24-Sep-21,5,17721
24-Sep-21,6,17309
24-Sep-21,7,17121
24-Sep-21,8,16976
24-Sep-21,9,16967
24-Sep-21,10,16938
24-Sep-21,11,17515
24-Sep-21,12,18396
24-Sep-21,13,20411
24-Sep-21,14,22391
24-Sep-21,15,24573
24-Sep-21,16,26058
24-Sep-21,17,26684
24-Sep-21,18,26592
24-Sep-21,19,26539
24-Sep-21,20,26105
24-Sep-21,21,25614
24-Sep-21,22,25235
24-Sep-21,23,24828
24-Sep-21,24,24303
24-Sep-21,25,24253
24-Sep-21,26,23884
24-Sep-21,27,23641
24-Sep-21,28,23480
24-Sep-21,29,23481
24-Sep-21,30,23575
24-Sep-21,31,23706
24-Sep-21,32,24480
24-Sep-21,33,25691
24-Sep-21,34,26784
24-Sep-21,35,27565
24-Sep-21,36,28039
24-Sep-21,37,28674
24-Sep-21,38,29171
24-Sep-21,39,29654
24-Sep-21,40,29555
24-Sep-21,41,28706
24-Sep-21,42,27577
24-Sep-21,43,26582
24-Sep-21,44,25397
24-Sep-21,45,23899
24-Sep-21,46,22582
24-Sep-21,47,21407
24-Sep-21,48,20420
25-Sep-21,1,19607
25-Sep-21,2,19069
25-Sep-21,3,18585
25-Sep-21,4,18409
25-Sep-21,5,18155
25-Sep-21,6,17722
25-Sep-21,7,17645
25-Sep-21,8,17496
25-Sep-21,9,17420
25-Sep-21,10,17460
25-Sep-21,11,17819
25-Sep-21,12,18207
25-Sep-21,13,19080
25-Sep-21,14,19849
25-Sep-21,15,21228
25-Sep-21,16,22477
25-Sep-21,17,23736
25-Sep-21,18,24356
25-Sep-21,19,25214
25-Sep-21,20,25429
25-Sep-21,21,25518
25-Sep-21,22,25621
25-Sep-21,23,25279
25-Sep-21,24,25212
25-Sep-21,25,24971
25-Sep-21,26,24745
25-Sep-21,27,24663
25-Sep-21,28,24281
25-Sep-21,29,24235
25-Sep-21,30,24262
25-Sep-21,31,24160
25-Sep-21,32,24285
25-Sep-21,33,24810
25-Sep-21,34,25498
25-Sep-21,35,26179
25-Sep-21,36,26493
25-Sep-21,37,26908
25-Sep-21,38,27103
25-Sep-21,39,27428
25-Sep-21,40,27427
25-Sep-21,41,26811
25-Sep-21,42,25808
25-Sep-21,43,24840
25-Sep-21,44,24058
25-Sep-21,45,23336
25-Sep-21,46,22139
25-Sep-21,47,21040
25-Sep-21,48,20077
26-Sep-21,1,19319
26-Sep-21,2,18629
26-Sep-21,3,17997
26-Sep-21,4,17800
26-Sep-21,5,17489
26-Sep-21,6,17218
26-Sep-21,7,16948
26-Sep-21,8,16795
26-Sep-21,9,16594
26-Sep-21,10,16415
26-Sep-21,11,16505
26-Sep-21,12,16729
26-Sep-21,13,17440
26-Sep-21,14,17815
26-Sep-21,15,18585
26-Sep-21,16,19609
26-Sep-21,17,20828
26-Sep-21,18,21758
26-Sep-21,19,22557
26-Sep-21,20,22900
26-Sep-21,21,23030
26-Sep-21,22,22894
26-Sep-21,23,22439
26-Sep-21,24,22081
26-Sep-21,25,21805
26-Sep-21,26,21550
26-Sep-21,27,21103
26-Sep-21,28,20639
26-Sep-21,29,20847
26-Sep-21,30,20985
26-Sep-21,31,21489
26-Sep-21,32,22120
26-Sep-21,33,23327
26-Sep-21,34,24624
26-Sep-21,35,25846
26-Sep-21,36,26581
26-Sep-21,37,27090
26-Sep-21,38,27385
26-Sep-21,39,27921
26-Sep-21,40,27585
26-Sep-21,41,26569
26-Sep-21,42,25461
26-Sep-21,43,24197
26-Sep-21,44,22746
26-Sep-21,45,21731
26-Sep-21,46,20357
26-Sep-21,47,19016
26-Sep-21,48,17965
27-Sep-21,1,17251
27-Sep-21,2,16843
27-Sep-21,3,16581
27-Sep-21,4,16577
27-Sep-21,5,16364
27-Sep-21,6,15808
27-Sep-21,7,15447
27-Sep-21,8,15481
27-Sep-21,9,15700
27-Sep-21,10,15887
27-Sep-21,11,16430
27-Sep-21,12,17348
27-Sep-21,13,19506
27-Sep-21,14,21857
27-Sep-21,15,24385
27-Sep-21,16,25997
27-Sep-21,17,26923
27-Sep-21,18,26501
27-Sep-21,19,26530
27-Sep-21,20,26049
27-Sep-21,21,25445
27-Sep-21,22,24792
27-Sep-21,23,24261
27-Sep-21,24,23490
27-Sep-21,25,23506
27-Sep-21,26,23272
27-Sep-21,27,22735
27-Sep-21,28,22372
27-Sep-21,29,22322
27-Sep-21,30,22223
27-Sep-21,31,22632
27-Sep-21,32,23602
27-Sep-21,33,24840
27-Sep-21,34,26354
27-Sep-21,35,27942
27-Sep-21,36,29297
27-Sep-21,37,29914
27-Sep-21,38,30255
27-Sep-21,39,30807
27-Sep-21,40,30271
27-Sep-21,41,29276
27-Sep-21,42,28212
27-Sep-21,43,26838
27-Sep-21,44,25235
27-Sep-21,45,23909
27-Sep-21,46,22495
27-Sep-21,47,20836
27-Sep-21,48,19614
28-Sep-21,1,18494
28-Sep-21,2,18001
28-Sep-21,3,17533
28-Sep-21,4,17612
28-Sep-21,5,17410
28-Sep-21,6,17142
28-Sep-21,7,17045
28-Sep-21,8,16964
28-Sep-21,9,17022
28-Sep-21,10,17091
28-Sep-21,11,17715
28-Sep-21,12,18597
28-Sep-21,13,20913
28-Sep-21,14,23201
28-Sep-21,15,25754
28-Sep-21,16,26711
28-Sep-21,17,27471
28-Sep-21,18,27691
28-Sep-21,19,27770
28-Sep-21,20,27407
28-Sep-21,21,27283
28-Sep-21,22,26846
28-Sep-21,23,26672
28-Sep-21,24,26645
28-Sep-21,25,26997
28-Sep-21,26,26906
28-Sep-21,27,27018
28-Sep-21,28,27116
28-Sep-21,29,27423
28-Sep-21,30,27560
28-Sep-21,31,27748
28-Sep-21,32,28557
28-Sep-21,33,29448
28-Sep-21,34,30529
28-Sep-21,35,31295
28-Sep-21,36,31819
28-Sep-21,37,32054
28-Sep-21,38,32144
28-Sep-21,39,32270
28-Sep-21,40,31188
28-Sep-21,41,29805
28-Sep-21,42,29079
28-Sep-21,43,28055
28-Sep-21,44,26487
28-Sep-21,45,25075
28-Sep-21,46,23278
28-Sep-21,47,21604
28-Sep-21,48,20421
29-Sep-21,1,19510
29-Sep-21,2,18801
29-Sep-21,3,18352
29-Sep-21,4,18184
29-Sep-21,5,17765
29-Sep-21,6,17302
29-Sep-21,7,17140
29-Sep-21,8,17000
29-Sep-21,9,17027
29-Sep-21,10,17033
29-Sep-21,11,17498
29-Sep-21,12,18362
29-Sep-21,13,20732
29-Sep-21,14,23153
29-Sep-21,15,25511
29-Sep-21,16,26518
29-Sep-21,17,27071
29-Sep-21,18,26837
29-Sep-21,19,26783
29-Sep-21,20,25761
29-Sep-21,21,24722
29-Sep-21,22,24038
29-Sep-21,23,23708
29-Sep-21,24,23708
29-Sep-21,25,23938
29-Sep-21,26,23794
29-Sep-21,27,23669
29-Sep-21,28,23346
29-Sep-21,29,23007
29-Sep-21,30,23072
29-Sep-21,31,23574
29-Sep-21,32,24529
29-Sep-21,33,25552
29-Sep-21,34,26993
29-Sep-21,35,28798
29-Sep-21,36,29542
29-Sep-21,37,30631
29-Sep-21,38,31125
29-Sep-21,39,31487
29-Sep-21,40,31032
29-Sep-21,41,30429
29-Sep-21,42,29221
29-Sep-21,43,28439
29-Sep-21,44,26992
29-Sep-21,45,25164
29-Sep-21,46,23396
29-Sep-21,47,21636
29-Sep-21,48,20427
30-Sep-21,1,19558
30-Sep-21,2,18946
30-Sep-21,3,18620
30-Sep-21,4,18421
30-Sep-21,5,18093
30-Sep-21,6,17647
30-Sep-21,7,17319
30-Sep-21,8,17073
30-Sep-21,9,16926
30-Sep-21,10,16919
30-Sep-21,11,17532
30-Sep-21,12,18506
30-Sep-21,13,20701
30-Sep-21,14,22980
30-Sep-21,15,25651
30-Sep-21,16,27309
30-Sep-21,17,28134
30-Sep-21,18,28309
30-Sep-21,19,28629
30-Sep-21,20,28612
30-Sep-21,21,28549
30-Sep-21,22,28432
30-Sep-21,23,28337
30-Sep-21,24,28278
30-Sep-21,25,28491
30-Sep-21,26,28357
30-Sep-21,27,28131
30-Sep-21,28,27809
30-Sep-21,29,27840
30-Sep-21,30,27760
30-Sep-21,31,27725
30-Sep-21,32,28423
30-Sep-21,33,29202
30-Sep-21,34,30199
30-Sep-21,35,30652
30-Sep-21,36,30809
30-Sep-21,37,31159
30-Sep-21,38,31328
30-Sep-21,39,31375
30-Sep-21,40,30717
30-Sep-21,41,29686
30-Sep-21,42,28614
30-Sep-21,43,27138
30-Sep-21,44,25572
30-Sep-21,45,24054
30-Sep-21,46,22388
30-Sep-21,47,20723
30-Sep-21,48,19506
01-Oct-21,1,18505
01-Oct-21,2,17881
01-Oct-21,3,17619
01-Oct-21,4,17576
01-Oct-21,5,17327
01-Oct-21,6,17053
01-Oct-21,7,16776
01-Oct-21,8,16648
01-Oct-21,9,16743
01-Oct-21,10,16880
01-Oct-21,11,17401
01-Oct-21,12,18420
01-Oct-21,13,20610
01-Oct-21,14,22816
01-Oct-21,15,25213
01-Oct-21,16,26676
01-Oct-21,17,27658
01-Oct-21,18,27600
01-Oct-21,19,27858
01-Oct-21,20,27439
01-Oct-21,21,27129
01-Oct-21,22,26435
01-Oct-21,23,25920
01-Oct-21,24,25397
01-Oct-21,25,25104
01-Oct-21,26,24457
01-Oct-21,27,23853
01-Oct-21,28,23177
01-Oct-21,29,23071
01-Oct-21,30,22732
01-Oct-21,31,22636
01-Oct-21,32,23066
01-Oct-21,33,24032
01-Oct-21,34,25526
01-Oct-21,35,27003
01-Oct-21,36,28037
01-Oct-21,37,28868
01-Oct-21,38,29630
01-Oct-21,39,29921
01-Oct-21,40,29486
01-Oct-21,41,28670
01-Oct-21,42,27712
01-Oct-21,43,26925
01-Oct-21,44,25758
01-Oct-21,45,24324
01-Oct-21,46,22818
01-Oct-21,47,21558
01-Oct-21,48,20554
02-Oct-21,1,19717
02-Oct-21,2,19040
02-Oct-21,3,18674
02-Oct-21,4,18583
02-Oct-21,5,18287
02-Oct-21,6,17985
02-Oct-21,7,17631
02-Oct-21,8,17191
02-Oct-21,9,17124
02-Oct-21,10,17111
02-Oct-21,11,17354
02-Oct-21,12,17570
02-Oct-21,13,18777
02-Oct-21,14,19757
02-Oct-21,15,20793
02-Oct-21,16,21917
02-Oct-21,17,23293
02-Oct-21,18,24366
02-Oct-21,19,25211
02-Oct-21,20,25475
02-Oct-21,21,25975
02-Oct-21,22,26382
02-Oct-21,23,26576
02-Oct-21,24,26913
02-Oct-21,25,27388
02-Oct-21,26,27485
02-Oct-21,27,27338
02-Oct-21,28,27047
02-Oct-21,29,26704
02-Oct-21,30,26590
02-Oct-21,31,26987
02-Oct-21,32,27249
02-Oct-21,33,27393
02-Oct-21,34,27950
02-Oct-21,35,28885
02-Oct-21,36,29250
02-Oct-21,37,29577
02-Oct-21,38,29695
02-Oct-21,39,29670
02-Oct-21,40,28784
02-Oct-21,41,27686
02-Oct-21,42,26726
02-Oct-21,43,26002
02-Oct-21,44,24590
02-Oct-21,45,23401
02-Oct-21,46,22226
02-Oct-21,47,20989
02-Oct-21,48,19981
03-Oct-21,1,19179
03-Oct-21,2,18444
03-Oct-21,3,17986
03-Oct-21,4,18090
03-Oct-21,5,17875
03-Oct-21,6,17459
03-Oct-21,7,17226
03-Oct-21,8,16933
03-Oct-21,9,16608
03-Oct-21,10,16550
03-Oct-21,11,16573
03-Oct-21,12,16749
03-Oct-21,13,17483
03-Oct-21,14,18106
03-Oct-21,15,18848
03-Oct-21,16,19747
03-Oct-21,17,20913
03-Oct-21,18,21662
03-Oct-21,19,22276
03-Oct-21,20,22484
03-Oct-21,21,22639
03-Oct-21,22,22089
03-Oct-21,23,21738
03-Oct-21,24,21468
03-Oct-21,25,21750
03-Oct-21,26,21714
03-Oct-21,27,21468
03-Oct-21,28,21258
03-Oct-21,29,21459
03-Oct-21,30,21549
03-Oct-21,31,21867
03-Oct-21,32,22535
03-Oct-21,33,23822
03-Oct-21,34,25117
03-Oct-21,35,26504
03-Oct-21,36,27664
03-Oct-21,37,28286
03-Oct-21,38,29019
03-Oct-21,39,29209
03-Oct-21,40,28739
03-Oct-21,41,27875
03-Oct-21,42,26748
03-Oct-21,43,25451
03-Oct-21,44,24204
03-Oct-21,45,22938
03-Oct-21,46,21623
03-Oct-21,47,20211
03-Oct-21,48,19191
04-Oct-21,1,18469
04-Oct-21,2,17990
04-Oct-21,3,17915
04-Oct-21,4,18177
04-Oct-21,5,18101
04-Oct-21,6,17775
04-Oct-21,7,17589
04-Oct-21,8,17503
04-Oct-21,9,17454
04-Oct-21,10,17624
04-Oct-21,11,18210
04-Oct-21,12,19296
04-Oct-21,13,21806
04-Oct-21,14,24330
04-Oct-21,15,27076
04-Oct-21,16,28498
04-Oct-21,17,29082
04-Oct-21,18,28798
04-Oct-21,19,28795
04-Oct-21,20,28150
04-Oct-21,21,27317
04-Oct-21,22,26831
04-Oct-21,23,26566
04-Oct-21,24,26587
04-Oct-21,25,26728
04-Oct-21,26,27021
04-Oct-21,27,27142
04-Oct-21,28,26923
04-Oct-21,29,27091
04-Oct-21,30,27353
04-Oct-21,31,27588
04-Oct-21,32,28835
04-Oct-21,33,29811
04-Oct-21,34,30945
04-Oct-21,35,32064
04-Oct-21,36,32555
04-Oct-21,37,32875
04-Oct-21,38,33112
04-Oct-21,39,32721
04-Oct-21,40,31980
04-Oct-21,41,31127
04-Oct-21,42,29800
04-Oct-21,43,28363
04-Oct-21,44,26795
04-Oct-21,45,25320
04-Oct-21,46,23815
04-Oct-21,47,22128
04-Oct-21,48,20789
05-Oct-21,1,19695
05-Oct-21,2,19039
05-Oct-21,3,18813
05-Oct-21,4,18984
05-Oct-21,5,18732
05-Oct-21,6,18263
05-Oct-21,7,17974
05-Oct-21,8,17794
05-Oct-21,9,17900
05-Oct-21,10,18010
05-Oct-21,11,18594
05-Oct-21,12,19640
05-Oct-21,13,22091
05-Oct-21,14,24482
05-Oct-21,15,27395
05-Oct-21,16,28883
05-Oct-21,17,29068
05-Oct-21,18,28700
05-Oct-21,19,28751
05-Oct-21,20,28399
05-Oct-21,21,28298
05-Oct-21,22,28254
05-Oct-21,23,28203
05-Oct-21,24,27879
05-Oct-21,25,28267
05-Oct-21,26,27996
05-Oct-21,27,27481
05-Oct-21,28,26964
05-Oct-21,29,26627
05-Oct-21,30,26508
05-Oct-21,31,26441
05-Oct-21,32,27119
05-Oct-21,33,28335
05-Oct-21,34,29388
05-Oct-21,35,30605
05-Oct-21,36,31306
05-Oct-21,37,31819
05-Oct-21,38,32169
05-Oct-21,39,32099
05-Oct-21,40,31175
05-Oct-21,41,30004
05-Oct-21,42,28514
05-Oct-21,43,27084
05-Oct-21,44,25566
05-Oct-21,45,23965
05-Oct-21,46,22199
05-Oct-21,47,20566
05-Oct-21,48,19090
06-Oct-21,1,18069
06-Oct-21,2,17792
06-Oct-21,3,17814
06-Oct-21,4,17961
06-Oct-21,5,17744
06-Oct-21,6,17398
06-Oct-21,7,17188
06-Oct-21,8,17138
06-Oct-21,9,17232
06-Oct-21,10,17467
06-Oct-21,11,18180
06-Oct-21,12,19271
06-Oct-21,13,21546
06-Oct-21,14,23816
06-Oct-21,15,26606
06-Oct-21,16,28295
06-Oct-21,17,28982
06-Oct-21,18,28678
06-Oct-21,19,28405
06-Oct-21,20,27801
06-Oct-21,21,27210
06-Oct-21,22,27009
06-Oct-21,23,26804
06-Oct-21,24,26826
06-Oct-21,25,27038
06-Oct-21,26,26615
06-Oct-21,27,26439
06-Oct-21,28,26176
06-Oct-21,29,26301
06-Oct-21,30,26586
06-Oct-21,31,27000
06-Oct-21,32,27820
06-Oct-21,33,29232
06-Oct-21,34,30663
06-Oct-21,35,32089
06-Oct-21,36,32649
06-Oct-21,37,32668
06-Oct-21,38,33647
06-Oct-21,39,33861
06-Oct-21,40,32957
06-Oct-21,41,31972
06-Oct-21,42,30369
06-Oct-21,43,29055
06-Oct-21,44,27493
06-Oct-21,45,25636
06-Oct-21,46,24082
06-Oct-21,47,22445
06-Oct-21,48,21292
07-Oct-21,1,20224
07-Oct-21,2,19765
07-Oct-21,3,19663
07-Oct-21,4,19837
07-Oct-21,5,19566
07-Oct-21,6,19199
07-Oct-21,7,18888
07-Oct-21,8,18683
07-Oct-21,9,18630
07-Oct-21,10,18651
07-Oct-21,11,19177
07-Oct-21,12,19926
07-Oct-21,13,22217
07-Oct-21,14,24609
07-Oct-21,15,27291
07-Oct-21,16,28261
07-Oct-21,17,29561
07-Oct-21,18,29506
07-Oct-21,19,29852
07-Oct-21,20,29785
07-Oct-21,21,29398
07-Oct-21,22,29183
07-Oct-21,23,29043
07-Oct-21,24,28929
07-Oct-21,25,28895
07-Oct-21,26,28612
07-Oct-21,27,28397
07-Oct-21,28,28215
07-Oct-21,29,28264
07-Oct-21,30,28218
07-Oct-21,31,28323
07-Oct-21,32,28982
07-Oct-21,33,29874
07-Oct-21,34,30378
07-Oct-21,35,31727
07-Oct-21,36,32401
07-Oct-21,37,32883
07-Oct-21,38,33454
07-Oct-21,39,33113
07-Oct-21,40,32048
07-Oct-21,41,30973
07-Oct-21,42,29615
07-Oct-21,43,28468
07-Oct-21,44,26818
07-Oct-21,45,25222
07-Oct-21,46,23751
07-Oct-21,47,22255
07-Oct-21,48,20994
08-Oct-21,1,20130
08-Oct-21,2,19703
08-Oct-21,3,19481
08-Oct-21,4,19616
08-Oct-21,5,19233
08-Oct-21,6,18808
08-Oct-21,7,18700
08-Oct-21,8,18627
08-Oct-21,9,18617
08-Oct-21,10,18755
08-Oct-21,11,19114
08-Oct-21,12,19867
08-Oct-21,13,22205
08-Oct-21,14,24780
08-Oct-21,15,27316
08-Oct-21,16,28880
08-Oct-21,17,29423
08-Oct-21,18,29961
08-Oct-21,19,30515
08-Oct-21,20,30414
08-Oct-21,21,30132
08-Oct-21,22,29977
08-Oct-21,23,29757
08-Oct-21,24,29666
08-Oct-21,25,29682
08-Oct-21,26,29539
08-Oct-21,27,28969
08-Oct-21,28,28691
08-Oct-21,29,28620
08-Oct-21,30,28430
08-Oct-21,31,28213
08-Oct-21,32,28776
08-Oct-21,33,29554
08-Oct-21,34,30056
08-Oct-21,35,30695
08-Oct-21,36,31771
08-Oct-21,37,32360
08-Oct-21,38,32871
08-Oct-21,39,32395
08-Oct-21,40,31311
08-Oct-21,41,30385
08-Oct-21,42,29309
08-Oct-21,43,28106
08-Oct-21,44,26676
08-Oct-21,45,25291
08-Oct-21,46,23970
08-Oct-21,47,22674
08-Oct-21,48,21564
09-Oct-21,1,20707
09-Oct-21,2,20221
09-Oct-21,3,19781
09-Oct-21,4,19788
09-Oct-21,5,19496
09-Oct-21,6,18973
09-Oct-21,7,18567
09-Oct-21,8,18376
09-Oct-21,9,18333
09-Oct-21,10,18119
09-Oct-21,11,18405
09-Oct-21,12,18833
09-Oct-21,13,19975
09-Oct-21,14,21133
09-Oct-21,15,22357
09-Oct-21,16,23492
09-Oct-21,17,24873
09-Oct-21,18,25493
09-Oct-21,19,25799
09-Oct-21,20,25646
09-Oct-21,21,25260
09-Oct-21,22,24802
09-Oct-21,23,24272
09-Oct-21,24,24002
09-Oct-21,25,23967
09-Oct-21,26,23729
09-Oct-21,27,23470
09-Oct-21,28,23071
09-Oct-21,29,23062
09-Oct-21,30,23221
09-Oct-21,31,23369
09-Oct-21,32,24062
09-Oct-21,33,25103
09-Oct-21,34,26214
09-Oct-21,35,27437
09-Oct-21,36,28386
09-Oct-21,37,29033
09-Oct-21,38,29598
09-Oct-21,39,29068
09-Oct-21,40,28170
09-Oct-21,41,27737
09-Oct-21,42,27021
09-Oct-21,43,26090
09-Oct-21,44,25395
09-Oct-21,45,24348
09-Oct-21,46,23112
09-Oct-21,47,21579
09-Oct-21,48,20603
10-Oct-21,1,19724
10-Oct-21,2,19284
10-Oct-21,3,19061
10-Oct-21,4,19091
10-Oct-21,5,18715
10-Oct-21,6,18277
10-Oct-21,7,17898
10-Oct-21,8,17601
10-Oct-21,9,17470
10-Oct-21,10,17322
10-Oct-21,11,17430
10-Oct-21,12,17636
10-Oct-21,13,18255
10-Oct-21,14,19034
10-Oct-21,15,19835
10-Oct-21,16,20802
10-Oct-21,17,22042
10-Oct-21,18,22766
10-Oct-21,19,23265
10-Oct-21,20,23585
10-Oct-21,21,23773
10-Oct-21,22,23394
10-Oct-21,23,23093
10-Oct-21,24,23071
10-Oct-21,25,23074
10-Oct-21,26,22927
10-Oct-21,27,22640
10-Oct-21,28,22257
10-Oct-21,29,22217
10-Oct-21,30,22083
10-Oct-21,31,22513
10-Oct-21,32,23447
10-Oct-21,33,24728
10-Oct-21,34,26411
10-Oct-21,35,27958
10-Oct-21,36,28982
10-Oct-21,37,29371
10-Oct-21,38,29926
10-Oct-21,39,29750
10-Oct-21,40,28895
10-Oct-21,41,27812
10-Oct-21,42,26877
10-Oct-21,43,25946
10-Oct-21,44,24645
10-Oct-21,45,23424
10-Oct-21,46,21991
10-Oct-21,47,20646
10-Oct-21,48,19495
11-Oct-21,1,18659
11-Oct-21,2,18211
11-Oct-21,3,18113
11-Oct-21,4,18277
11-Oct-21,5,18099
11-Oct-21,6,17776
11-Oct-21,7,17492
11-Oct-21,8,17369
11-Oct-21,9,17551
11-Oct-21,10,17823
11-Oct-21,11,18501
11-Oct-21,12,19579
11-Oct-21,13,22147
11-Oct-21,14,24913
11-Oct-21,15,27739
11-Oct-21,16,28775
11-Oct-21,17,29830
11-Oct-21,18,29859
11-Oct-21,19,29696
11-Oct-21,20,29071
11-Oct-21,21,28333
11-Oct-21,22,27938
11-Oct-21,23,27336
11-Oct-21,24,27175
11-Oct-21,25,27507
11-Oct-21,26,27314
11-Oct-21,27,26749
11-Oct-21,28,26107
11-Oct-21,29,26044
11-Oct-21,30,26045
11-Oct-21,31,26133
11-Oct-21,32,27164
11-Oct-21,33,28754
11-Oct-21,34,30165
11-Oct-21,35,31489
11-Oct-21,36,32406
11-Oct-21,37,32583
11-Oct-21,38,33757
11-Oct-21,39,33704
11-Oct-21,40,32490
11-Oct-21,41,31439
11-Oct-21,42,30099
11-Oct-21,43,28613
11-Oct-21,44,26823
11-Oct-21,45,25210
11-Oct-21,46,23728
11-Oct-21,47,22107
11-Oct-21,48,20788
12-Oct-21,1,20047
12-Oct-21,2,19556
12-Oct-21,3,19420
12-Oct-21,4,19407
12-Oct-21,5,19236
12-Oct-21,6,18901
12-Oct-21,7,18626
12-Oct-21,8,18363
12-Oct-21,9,18364
12-Oct-21,10,18646
12-Oct-21,11,19338
12-Oct-21,12,20304
12-Oct-21,13,22705
12-Oct-21,14,25446
12-Oct-21,15,28467
12-Oct-21,16,29921
12-Oct-21,17,30282
12-Oct-21,18,30141
12-Oct-21,19,30464
12-Oct-21,20,30415
12-Oct-21,21,29967
12-Oct-21,22,29661
12-Oct-21,23,29123
12-Oct-21,24,28854
12-Oct-21,25,29221
12-Oct-21,26,29080
12-Oct-21,27,28893
12-Oct-21,28,28457
12-Oct-21,29,28766
12-Oct-21,30,29174
12-Oct-21,31,29518
12-Oct-21,32,30192
12-Oct-21,33,30730
